id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified,seriesId,seriesTitle,seriesOrder
ST-920,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 13: Randomized Matrix Multiplication,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,52,https://www.youtube.com/watch?v=z0ykhV15wLw,YouTube,42350,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 13 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",z0ykhV15wLw,Other,2019-05-16T09:23:38-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",13
ST-921,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 14: Low Rank Changes in A and Its Inverse,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,51,https://www.youtube.com/watch?v=XhSk_Lw2X_U,YouTube,40393,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 14 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",XhSk_Lw2X_U,Other,2019-05-16T09:24:13-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",14
ST-922,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,"MIT 18.065 — Lecture 15: Matrices A(t) Depending on t, Derivative = dA/dt",Gilbert Strang,MIT OpenCourseWare,University Course Lecture,51,https://www.youtube.com/watch?v=z3SmljnD_nQ,YouTube,50205,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 15 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",z3SmljnD_nQ,Other,2019-05-16T09:24:38-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",15
ST-923,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 16: Derivatives of Inverse and Singular Values,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,43,https://www.youtube.com/watch?v=AdTvkFsqcDc,YouTube,28890,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 16 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",AdTvkFsqcDc,Other,2019-05-16T09:25:49-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",16
ST-924,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 17: Rapidly Decreasing Singular Values,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,51,https://www.youtube.com/watch?v=9BYsNpTCZGg,YouTube,35666,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 17 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",9BYsNpTCZGg,Other,2019-05-16T09:26:09-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",17
ST-925,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,"MIT 18.065 — Lecture 18: Counting Parameters in SVD, LU, QR, Saddle Points",Gilbert Strang,MIT OpenCourseWare,University Course Lecture,49,https://www.youtube.com/watch?v=xaSL8yFgqig,YouTube,28032,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 18 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",xaSL8yFgqig,Other,2019-05-16T09:26:34-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",18
ST-926,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,"MIT 18.065 — Lecture 19: Saddle Points Continued, Maxmin Principle",Gilbert Strang,MIT OpenCourseWare,University Course Lecture,52,https://www.youtube.com/watch?v=2K7CvGnebO0,YouTube,24450,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 19 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",2K7CvGnebO0,Other,2019-05-16T09:26:57-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",19
ST-927,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 20: Definitions and Inequalities,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,55,https://www.youtube.com/watch?v=nrDkb2MAwSA,YouTube,31198,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 20 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",nrDkb2MAwSA,Other,2019-05-16T09:27:38-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",20
ST-928,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 21: Minimizing a Function Step by Step,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,54,https://www.youtube.com/watch?v=nvXRJIBOREc,YouTube,44274,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 21 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",nvXRJIBOREc,Other,2019-05-16T09:28:01-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",21
ST-929,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 22: Gradient Descent: Downhill to a Minimum,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,53,https://www.youtube.com/watch?v=AeRwohPuUHQ,YouTube,102739,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 22 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning (~103k views). Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",AeRwohPuUHQ,Other,2019-05-16T09:28:26-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",22
ST-930,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 23: Accelerating Gradient Descent (Use Momentum),Gilbert Strang,MIT OpenCourseWare,University Course Lecture,49,https://www.youtube.com/watch?v=wrEcHhoJxjM,YouTube,62664,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 23 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",wrEcHhoJxjM,Other,2019-05-16T09:28:50-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",23
ST-931,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 24: Linear Programming and Two-Person Games,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,54,https://www.youtube.com/watch?v=feb9j65Iz4w,YouTube,83997,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 24 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",feb9j65Iz4w,Other,2019-05-16T09:29:20-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",24
ST-932,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 25: Stochastic Gradient Descent,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,53,https://www.youtube.com/watch?v=k3AiUhwHQ28,YouTube,100572,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 25 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning (~101k views). Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",k3AiUhwHQ28,Other,2019-05-16T09:29:41-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",25
ST-933,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 26: Structure of Neural Nets for Deep Learning,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,53,https://www.youtube.com/watch?v=sx00s7nYmRM,YouTube,59725,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 26 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",sx00s7nYmRM,Other,2019-05-16T09:33:12-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",26
ST-934,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 27: Backpropagation: Find Partial Derivatives,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,53,https://www.youtube.com/watch?v=lZrIPRnoGQQ,YouTube,69907,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 27 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",lZrIPRnoGQQ,Other,2019-05-16T09:32:50-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",27
ST-935,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,"MIT 18.065 — Lecture 30: Completing a Rank-One Matrix, Circulants!",Gilbert Strang,MIT OpenCourseWare,University Course Lecture,50,https://www.youtube.com/watch?v=p-bXJIa7QVI,YouTube,26895,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 30 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",p-bXJIa7QVI,Other,2019-05-16T09:33:44-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",30
ST-936,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 31: Eigenvectors of Circulant Matrices: Fourier Matrix,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,53,https://www.youtube.com/watch?v=1pFv7e9xtHo,YouTube,42393,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 31 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",1pFv7e9xtHo,Other,2019-05-16T09:43:40-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",31
ST-937,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,"MIT 18.065 — Lecture 32: ImageNet is a Convolutional Neural Network (CNN), The Convolution Rule",Gilbert Strang,MIT OpenCourseWare,University Course Lecture,47,https://www.youtube.com/watch?v=hwDRfkPSXng,YouTube,39509,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 32 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",hwDRfkPSXng,Other,2019-05-16T09:44:11-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",32
ST-938,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 33: Neural Nets and the Learning Function,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,56,https://www.youtube.com/watch?v=L3-WFKCW-tY,YouTube,47270,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 33 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",L3-WFKCW-tY,Other,2019-05-16T09:44:37-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",33
ST-939,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,"MIT 18.065 — Lecture 34: Distance Matrices, Procrustes Problem",Gilbert Strang,MIT OpenCourseWare,University Course Lecture,29,https://www.youtube.com/watch?v=0Qws8BuK3RQ,YouTube,31440,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 34 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",0Qws8BuK3RQ,Other,2019-05-16T09:45:10-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",34
ST-940,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 35: Finding Clusters in Graphs,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,35,https://www.youtube.com/watch?v=cxTmmasBiC8,YouTube,107449,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 35 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning (~107k views). Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",cxTmmasBiC8,Other,2019-05-16T09:45:36-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",35
ST-941,Course,Mathematical Foundations for AI / Matrix Methods,Linear Algebra; Matrix Methods; Optimization; Probability; Statistics; Deep Learning,English,MIT 18.065 — Lecture 36: Alan Edelman and Julia Language,Gilbert Strang,MIT OpenCourseWare,University Course Lecture,38,https://www.youtube.com/watch?v=rZS2LGiurKY,YouTube,59505,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"University course lecture by Gilbert Strang (MIT OpenCourseWare) covering mathematical foundations for AI and matrix methods. Core selection in the ScholarTube catalog; lecture 36 in MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning. Canonical MIT OCW course page: https://ocw.mit.edu/courses/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video_galleries/video-lectures/",rZS2LGiurKY,Other,2019-05-16T09:45:57-07:00,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata plus the original publisher or course page,Partial,2026-08-17,2026-08-17,,true,mit-18-065-matrix-methods-2018,"MIT 18.065 — Matrix Methods for Data Analysis, Signal Processing, and Machine Learning",36
ST-942,Interview,World Models / Representation Learning,World Models; Representation Learning; Research Taste; Computer Vision; AMI Labs; AI Research,Chinese,对谢赛宁的 7 小时马拉松访谈：世界模型、AMI Labs、表示学习与 AI 研究,谢赛宁,张小珺 Podcast,Marathon Research Interview,405,https://www.youtube.com/watch?v=rIwgZWzUKm8,YouTube,103006,A | Official / Original Creator / Organizer,Core,Verified,2026-08-17,"Original Zhang Xiaojun Podcast upload. Public player metadata verifies a 24,278-second (6h45m) recording; the programme presents it as a seven-hour marathon interview. It covers Saining Xie’s research trajectory, representation learning, world models, AMI Labs, and research taste.",rIwgZWzUKm8,World Model,2026-03-15,,,false,YouTube player metadata exposed no public subtitle track during verification.,YouTube privacy-enhanced player metadata and the original Zhang Xiaojun Podcast upload,Partial,2026-08-17,2026-08-17,,true,,,
ST-943,Interview,Robotics / Embodied AI,Autonomous Driving; Automotive AI; Li Auto; Technology Strategy; Entrepreneurship,Chinese,【李想2024唯一深度对谈（纯享版）】张小珺对话李想,李想,张小珺商业访谈录,In-depth Interview,87,https://www.bilibili.com/video/BV1Kt68YBEzq,Bilibili,125087,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-24,"李想 — 87-minute in-depth interview on 张小珺商业访谈录, centered on robotics and embodied AI. Recommended pick for the Robotics shelf; part of 张小珺商业访谈录, published 2024-12-29 (~125k views).",BV1Kt68YBEzq,Robotics,2024-12-29,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20241229
ST-944,Course,Transformers / Large Models,DeepSeek; Mixture of Experts; Reinforcement Learning; Reasoning Models; Technical Papers,Chinese,逐篇讲解DeepSeek关键9篇论文及创新点——“勇敢者的游戏”,何俊贤,张小珺商业访谈录,Technical Tutorial,201,https://www.bilibili.com/video/BV1xuK5eREJi,Bilibili,62822,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"Technical tutorial by 何俊贤 (张小珺商业访谈录) covering transformers and large models. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2025-02-12.",BV1xuK5eREJi,Agent,2025-02-12,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250212
ST-945,Course,Natural Language Processing / Transformers,DeepSeek; Kimi; MiniMax; Sparse Attention; Long Context; Technical Reports,Chinese,逐篇讲解DeepSeek、Kimi、MiniMax注意力机制新论文——“硬件上的暴力美学”,松琳,张小珺商业访谈录,Technical Tutorial,156,https://www.bilibili.com/video/BV1ZmAQekEMc,Bilibili,34676,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"Technical tutorial by 松琳 (张小珺商业访谈录) covering natural language processing and transformers. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2025-02-23.",BV1ZmAQekEMc,Agent,2025-02-23,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250223
